meter,Date,t_kWh
MH01,2019-08-14,7.878999999999989
MH01,2019-08-15,8.801999999999984
MH01,2019-08-16,5.473999999999981
MH01,2019-08-17,5.42099999999999
MH01,2019-08-18,4.741999999999993
MH01,2019-08-20,7.299999999999983
MH01,2019-08-22,7.100999999999993
MH01,2019-08-24,8.293999999999984
MH01,2019-08-25,5.820999999999979
MH01,2019-08-26,5.851999999999977
MH01,2019-08-28,8.777
MH01,2019-08-29,8.169999999999991
MH01,2019-08-30,7.48099999999998
MH01,2019-08-31,9.42099999999996
MH01,2019-09-01,9.932999999999998
MH01,2019-09-02,9.209999999999974
MH01,2019-09-03,9.52599999999999
MH01,2019-09-04,9.668999999999999
MH01,2019-09-05,9.365999999999985
MH01,2019-09-07,8.439000000000009
MH01,2019-09-08,8.338999999999988
MH01,2019-09-09,8.380999999999988
MH01,2019-09-10,11.025999999999977
MH01,2019-09-11,11.371999999999979
MH01,2019-09-12,10.045999999999987
MH01,2019-09-13,8.77399999999998
MH01,2019-09-14,7.584999999999966
MH01,2019-09-15,8.32699999999998
MH01,2019-09-16,7.337999999999981
MH01,2019-09-17,9.73099999999999
MH01,2019-09-18,8.897999999999996
MH01,2019-09-19,7.18099999999998
MH01,2019-09-20,8.070999999999978
MH01,2019-09-22,7.31499999999998
MH01,2019-09-23,5.838999999999982
MH01,2019-09-24,5.01099999999997
MH01,2019-09-25,5.923999999999982
MH01,2019-09-26,5.044999999999991
MH01,2019-09-27,5.397999999999976
MH01,2019-09-28,5.451999999999981
MH01,2019-09-29,5.165999999999969
MH01,2019-10-01,4.370999999999983
MH01,2019-10-02,5.072999999999984
MH01,2019-10-05,4.516999999999986
MH01,2019-10-06,4.563999999999983
MH01,2019-10-07,4.689999999999979
MH01,2019-10-08,4.464999999999984
MH01,2019-10-09,4.479999999999982
MH01,2019-10-10,4.515999999999987
MH01,2019-10-11,3.9539999999999846
MH01,2019-10-12,3.9629999999999868
MH01,2019-10-13,4.7999999999999865
MH01,2019-10-14,4.312999999999986
MH01,2019-10-16,4.64099999999998
MH01,2019-10-17,3.9999999999999782
MH01,2019-10-25,2.7449999999999903
MH01,2019-10-26,3.5759999999999854
MH01,2019-10-27,4.099999999999978
MH01,2019-10-28,3.5179999999999882
MH01,2019-10-29,3.788999999999989
MH01,2019-10-31,2.5709999999999873
MH01,2019-11-01,2.8769999999999887
MH01,2019-11-02,3.583999999999975
MH01,2019-11-03,3.952999999999985
MH01,2019-11-04,3.557999999999985
MH01,2019-11-05,2.9329999999999723
MH01,2019-11-06,2.810999999999986
MH01,2019-11-07,3.093999999999986
MH01,2019-11-08,3.1859999999999866
MH01,2019-11-09,2.6539999999999906
MH01,2019-11-10,3.3099999999999827
MH01,2019-11-11,2.9599999999999906
MH01,2019-11-12,3.0549999999999913
MH01,2019-11-13,3.3449999999999704
MH01,2019-11-14,3.350999999999991
MH01,2019-11-15,2.7509999999999946
MH01,2019-11-16,2.801999999999985
MH01,2019-11-17,2.7189999999999888
MH01,2019-11-18,2.913999999999976
MH01,2019-11-19,2.553999999999983
MH01,2019-11-20,2.8219999999999827
MH01,2019-11-21,2.529999999999982
MH01,2019-11-23,2.820999999999982
MH01,2019-11-24,2.7469999999999812
MH01,2019-11-25,2.227999999999978
MH01,2019-11-26,3.5339999999999816
MH01,2019-11-27,2.2709999999999804
MH01,2019-11-28,2.8499999999999877
MH01,2019-11-29,2.7929999999999815
MH01,2019-11-30,1.898999999999986
MH01,2019-12-01,2.231999999999982
MH01,2019-12-02,2.359999999999982
MH01,2019-12-03,2.0409999999999835
MH01,2019-12-04,2.129999999999983
MH01,2019-12-06,2.2559999999999825
MH01,2019-12-07,1.7569999999999864
MH01,2019-12-08,2.989999999999995
MH01,2019-12-09,2.2899999999999805
MH01,2019-12-10,1.734999999999991
MH01,2019-12-11,2.3649999999999856
MH01,2019-12-12,2.6679999999999877
MH01,2019-12-15,2.6959999999999895
MH01,2019-12-16,2.452999999999979
MH01,2019-12-17,2.061999999999984
MH01,2019-12-18,2.4939999999999904
MH01,2019-12-19,2.5559999999999876
MH01,2019-12-24,2.0179999999999936
MH01,2019-12-25,2.908999999999987
MH01,2019-12-26,3.337999999999997
MH01,2019-12-28,2.375999999999979
MH01,2019-12-29,3.257999999999988
MH01,2020-01-06,2.3009999999999895
MH01,2020-01-07,1.9379999999999884
MH01,2020-01-09,2.80799999999999
MH01,2020-01-10,1.7209999999999888
MH01,2020-01-11,1.8619999999999877
MH01,2020-01-13,1.658999999999986
MH01,2020-01-15,2.0979999999999888
MH01,2020-01-18,2.9319999999999897
MH01,2020-01-19,2.8489999999999873
MH01,2020-01-20,4.189999999999994
MH01,2020-01-21,2.2219999999999867
MH01,2020-01-22,2.544999999999996
MH01,2020-01-23,1.2159999999999946
MH01,2020-01-24,1.4919999999999842
MH01,2020-01-26,1.2989999999999928
MH01,2020-01-30,1.7789999999999886
MH01,2020-02-03,1.4339999999999846
MH01,2020-02-04,1.1469999999999936
MH01,2020-02-05,1.5629999999999857
MH01,2020-02-06,1.780999999999986
MH01,2020-02-07,1.9089999999999907
MH01,2020-02-11,2.2479999999999865
MH01,2020-02-12,1.837999999999987
MH01,2020-02-13,1.097999999999998
MH01,2020-02-16,0.08000000000000006
MH01,2020-02-19,1.3929999999999931
MH01,2020-02-21,1.7299999999999829
MH01,2020-02-22,1.7229999999999839
MH01,2020-02-23,1.6219999999999863
MH01,2020-02-28,1.6879999999999888
MH01,2020-03-03,2.6119999999999792
MH01,2020-03-07,2.3439999999999843
MH01,2020-03-08,1.5079999999999971
MH01,2020-03-09,1.5529999999999897
MH01,2020-03-12,1.8739999999999837
MH01,2020-03-16,1.5389999999999868
MH01,2020-03-18,1.3899999999999935
MH01,2020-03-19,0.9830000000000007
MH01,2020-03-21,1.789999999999991
MH01,2020-03-28,0.9950000000000008
MH01,2020-03-31,1.3549999999999955
MH01,2020-04-01,4.0899999999999945
MH01,2020-04-05,3.546000000000002
MH01,2020-04-08,3.9939999999999984
MH01,2020-04-12,5.898999999999985
MH01,2020-04-13,6.54099999999998
MH01,2020-04-15,2.8249999999999855
MH01,2020-04-16,2.3519999999999923
MH01,2020-04-17,4.083999999999996
MH01,2020-04-20,1.9589999999999819
MH01,2020-04-21,2.5659999999999945
MH01,2020-04-22,3.1799999999999904
MH01,2020-04-24,4.524999999999988
MH01,2020-04-25,6.0149999999999615
MH01,2020-04-26,5.187999999999986
MH01,2020-04-28,5.368999999999969
MH01,2020-04-29,7.3399999999999865
MH01,2020-05-01,5.056999999999993
MH01,2020-05-03,3.856999999999987
MH01,2020-05-04,5.396999999999975
MH01,2020-05-07,6.793999999999971
MH01,2020-05-08,6.06399999999998
MH01,2020-05-09,7.747999999999973
MH01,2020-05-10,5.289999999999985
MH01,2020-05-12,4.45599999999999
MH01,2020-05-13,6.729999999999975
MH01,2020-05-17,7.5729999999999915
MH01,2020-05-23,8.85699999999998
MH01,2020-05-24,10.702999999999989
MH01,2020-05-26,8.092999999999991
MH01,2020-05-29,4.067999999999991
MH01,2020-05-30,4.671999999999989
MH01,2020-06-02,6.332999999999997
MH01,2020-06-05,2.973999999999987
MH01,2020-06-09,5.981999999999979
MH01,2020-06-10,5.215999999999992
MH01,2020-06-12,9.032999999999966
MH01,2020-06-13,6.688999999999997
MH01,2020-06-18,3.4219999999999966
MH01,2020-06-23,8.925999999999993
MH01,2020-07-02,9.06700000000002
MH01,2020-07-06,8.589000000000008
MH01,2020-07-08,6.49799999999998
MH01,2020-07-18,8.292999999999989
MH01,2020-07-19,7.285999999999985
MH01,2020-07-23,7.203999999999988
MH01,2020-07-26,6.437999999999992
MH01,2020-07-31,6.828999999999979
MH01,2020-08-01,7.353999999999988
MH01,2020-08-02,9.732999999999986
MH01,2020-08-05,9.327999999999985
MH01,2020-08-09,8.563999999999984
MH01,2020-08-11,10.027000000000003
MH01,2020-08-13,7.150999999999974
MH01,2020-08-14,6.664999999999991
MH01,2020-08-17,7.715999999999981
MH01,2020-08-18,7.376999999999987
MH01,2020-08-19,6.86199999999998
MH01,2020-08-20,6.132999999999976
MH01,2020-08-22,4.682999999999993
MH01,2020-08-23,6.410999999999969
MH01,2020-08-26,6.246999999999974
MH01,2020-08-27,7.731999999999984
MH01,2020-08-28,7.3239999999999705
MH01,2020-09-03,5.96299999999998
MH01,2020-09-05,5.527999999999997
MH01,2020-09-06,5.178999999999996
MH01,2020-09-12,5.402999999999983
MH01,2020-09-17,8.572999999999977
MH01,2020-09-21,7.191999999999982
MH01,2020-09-22,6.331999999999992
MH01,2020-09-23,7.80099999999997
MH01,2020-09-25,7.707999999999982
MH01,2020-09-26,7.890999999999977
MH01,2020-10-01,7.104999999999968
MH01,2020-10-04,5.8059999999999725
MH01,2020-10-06,4.978999999999994
MH01,2020-10-07,4.922999999999987
MH01,2020-10-09,4.804999999999978
MH01,2020-10-13,4.417999999999988
MH01,2020-10-14,4.978999999999983
MH01,2020-10-15,6.743999999999971
MH01,2020-10-16,5.942999999999985
MH01,2020-10-17,3.908999999999985
MH01,2020-10-19,2.746999999999989
MH01,2020-10-21,2.293999999999992
MH01,2020-10-24,4.138999999999984
MH01,2020-10-27,3.535999999999976
MH01,2020-10-29,1.5739999999999903
MH01,2020-10-30,3.6359999999999895
MH01,2020-10-31,3.955999999999978
MH01,2020-11-01,2.588999999999989
MH01,2020-11-02,3.032999999999984
MH01,2020-11-03,2.715999999999985
MH01,2020-11-06,2.213999999999978
MH01,2020-11-07,2.3329999999999678
MH01,2020-11-11,3.2879999999999825
MH01,2020-11-14,4.863999999999973
MH01,2020-11-19,4.306999999999996
MH01,2020-11-21,2.883999999999984
MH01,2020-11-22,3.023999999999989
MH01,2020-11-26,4.044999999999982
MH01,2020-11-27,4.323999999999983
MH01,2020-11-28,5.0399999999999725
MH01,2020-11-30,3.8939999999999766
MH01,2020-12-02,0.6240000000000004
MH01,2020-12-03,3.591999999999975
MH01,2020-12-05,3.9669999999999734
MH01,2020-12-06,3.8399999999999777
MH01,2020-12-07,3.529999999999975
MH01,2020-12-13,3.2989999999999853
MH01,2020-12-14,4.337999999999965
MH01,2020-12-17,3.964999999999972
MH01,2020-12-18,3.1179999999999826
MH01,2020-12-19,4.313999999999983
MH01,2020-12-26,4.204999999999974
MH01,2020-12-27,3.48199999999999
MH01,2020-12-28,1.1349999999999942
MH01,2020-12-30,3.321999999999984
MH01,2021-01-02,4.70099999999998
MH01,2021-01-03,4.572999999999992
MH01,2021-01-06,4.901000000000002
MH01,2021-01-10,3.9849999999999786
MH01,2021-01-12,2.9679999999999893
MH01,2021-01-13,2.498999999999991
MH01,2021-01-14,3.2699999999999774
MH01,2021-01-16,3.3839999999999746
MH01,2021-01-17,6.608999999999969
MH01,2021-01-22,4.757999999999996
MH01,2021-01-23,3.2539999999999787
MH01,2021-01-26,4.116999999999973
MH01,2021-01-27,3.5699999999999865
MH01,2021-01-30,3.5719999999999787
MH01,2021-02-07,3.8789999999999756
MH01,2021-02-08,2.9299999999999864
MH01,2021-02-10,4.635999999999982
MH01,2021-02-11,5.284999999999983
MH01,2021-02-12,4.117999999999991
MH01,2021-02-13,4.393999999999976
MH01,2021-02-14,5.734999999999992
MH01,2021-02-15,5.073999999999993
MH01,2021-02-16,4.8619999999999886
MH01,2021-02-17,4.540999999999984
MH02,2019-05-01,27.570999999999902
MH02,2019-05-02,24.433999999999934
MH02,2019-05-03,27.71900000000001
MH02,2019-05-04,35.247
MH02,2019-05-05,37.00800000000003
MH02,2019-05-06,29.826000000000015
MH02,2019-05-07,31.609000000000087
MH02,2019-05-08,28.46900000000004
MH02,2019-05-09,27.437
MH02,2019-05-10,24.398000000000035
MH02,2019-05-11,24.61000000000003
MH02,2019-05-12,25.069000000000017
MH02,2019-05-13,24.975000000000044
MH02,2019-05-14,26.079999999999945
MH02,2019-05-15,25.370999999999984
MH02,2019-05-16,21.56399999999997
MH02,2019-05-17,23.385999999999974
MH02,2019-05-18,23.05200000000004
MH02,2019-05-19,22.235999999999965
MH02,2019-05-20,28.36300000000003
MH02,2019-05-21,27.932999999999947
MH02,2019-05-22,24.683999999999994
MH02,2019-05-23,26.32199999999991
MH02,2019-05-24,25.779999999999966
MH02,2019-05-25,25.941000000000027
MH02,2019-05-26,30.88699999999995
MH02,2019-05-27,28.010999999999957
MH02,2019-05-28,26.38399999999999
MH02,2019-05-29,26.058999999999966
MH02,2019-05-30,32.34499999999995
MH02,2019-05-31,37.486999999999945
MH02,2019-06-01,37.74899999999993
MH02,2019-06-02,27.178999999999935
MH02,2019-06-03,26.288000000000004
MH02,2019-06-04,32.768999999999934
MH02,2019-06-05,38.922999999999945
MH02,2019-06-06,36.49599999999993
MH02,2019-06-07,37.587999999999965
MH02,2019-06-08,35.80999999999999
MH02,2019-06-09,39.219000000000015
MH02,2019-06-10,40.24599999999992
MH02,2019-06-11,41.12899999999999
MH02,2019-06-12,41.81999999999996
MH02,2019-06-13,40.358999999999995
MH02,2019-06-14,42.549999999999976
MH02,2019-06-15,43.81199999999998
MH02,2019-06-16,39.73199999999998
MH02,2019-06-17,33.29099999999993
MH02,2019-06-18,30.90900000000006
MH02,2019-06-19,27.032000000000046
MH02,2019-06-20,26.125
MH02,2019-06-21,31.919999999999995
MH02,2019-06-22,38.44599999999996
MH02,2019-06-23,37.67599999999992
MH02,2019-06-24,36.08999999999997
MH02,2019-06-25,39.11199999999993
MH02,2019-06-26,40.151999999999916
MH02,2019-06-27,40.317999999999955
MH02,2019-06-28,41.98099999999996
MH02,2019-06-29,41.68899999999996
MH02,2019-06-30,40.41699999999991
MH02,2019-07-01,31.638999999999978
MH02,2019-07-02,37.578999999999965
MH02,2019-07-03,39.31399999999995
MH02,2019-07-04,41.55499999999996
MH02,2019-07-05,0.109
MH02,2019-07-06,28.36900000000001
MH02,2019-07-07,29.62900000000002
MH02,2019-07-08,20.82000000000001
MH02,2019-07-09,28.36400000000006
MH02,2019-07-10,32.63100000000003
MH02,2019-07-11,31.47000000000002
MH02,2019-07-12,32.93199999999994
MH02,2019-07-13,46.02499999999998
MH02,2019-07-14,46.01499999999992
MH02,2019-07-15,40.7209999999999
MH02,2019-07-16,33.738000000000056
MH02,2019-07-17,27.927999999999976
MH02,2019-07-18,30.21299999999999
MH02,2019-07-19,35.09899999999995
MH02,2019-07-20,34.047999999999924
MH02,2019-07-30,23.86200000000007
MH02,2019-07-31,30.655000000000058
MH02,2019-08-01,31.625000000000075
MH02,2019-08-02,31.82600000000002
MH02,2019-08-03,27.542000000000034
MH02,2019-08-04,31.682000000000095
MH02,2019-08-05,29.619999999999994
MH02,2019-08-06,25.339000000000016
MH02,2019-08-07,24.05200000000001
MH02,2019-08-08,21.468000000000018
MH02,2019-08-09,25.475000000000023
MH02,2019-08-10,22.50400000000002
MH02,2019-08-11,39.172
MH02,2019-08-12,40.28899999999987
MH02,2019-08-13,35.17800000000009
MH02,2019-08-14,34.92700000000002
MH02,2019-08-15,37.01300000000005
MH02,2019-08-16,20.933000000000003
MH02,2019-08-17,17.521999999999984
MH02,2019-08-18,21.388000000000027
MH02,2019-08-20,27.58500000000001
MH02,2019-08-21,34.20800000000001
MH02,2019-08-22,24.279000000000018
MH02,2019-08-23,32.29900000000001
MH02,2019-08-24,22.673000000000012
MH02,2019-08-25,20.680999999999997
MH02,2019-08-26,30.821999999999967
MH02,2019-08-27,37.06300000000001
MH02,2019-08-28,31.241000000000028
MH02,2019-08-29,30.51700000000003
MH02,2019-08-30,28.97800000000001
MH02,2019-08-31,25.110999999999972
MH02,2019-09-01,28.53299999999999
MH02,2019-09-02,28.694999999999975
MH02,2019-09-03,29.91200000000002
MH02,2019-09-04,33.90700000000003
MH02,2019-09-05,32.85800000000004
MH02,2019-09-06,30.86600000000003
MH02,2019-09-07,27.75600000000004
MH02,2019-09-08,30.89099999999995
MH02,2019-09-09,34.87200000000004
MH02,2019-09-10,36.83699999999997
MH02,2019-09-11,41.084999999999994
MH02,2019-09-12,33.010000000000076
MH02,2019-09-13,29.332000000000097
MH02,2019-09-14,24.458000000000027
MH02,2019-09-16,31.40499999999999
MH02,2019-09-17,31.96100000000006
MH02,2019-09-18,23.873999999999988
MH02,2019-09-19,21.414000000000016
MH02,2019-09-20,24.64900000000002
MH02,2019-09-21,22.385000000000026
MH02,2019-09-22,19.422000000000004
MH02,2019-09-23,17.64599999999999
MH02,2019-09-24,20.33199999999997
MH02,2019-09-25,19.115000000000006
MH02,2019-09-26,14.42299999999999
MH02,2019-09-27,15.656000000000004
MH02,2019-09-28,11.8
MH02,2019-09-29,13.342999999999984
MH02,2019-09-30,9.792999999999978
MH02,2019-10-01,15.207999999999988
MH02,2019-10-02,19.27700000000002
MH02,2019-10-05,9.391999999999996
MH02,2019-10-06,13.205999999999996
MH02,2019-10-07,9.045999999999976
MH02,2019-10-08,13.694999999999997
MH02,2019-10-09,12.462000000000007
MH02,2019-10-10,12.383999999999986
MH02,2019-10-11,12.802999999999999
MH02,2019-10-12,8.889999999999985
MH02,2019-10-13,9.69899999999999
MH02,2019-10-14,16.500999999999955
MH02,2019-10-15,14.86099999999999
MH02,2019-10-16,11.339999999999996
MH02,2019-10-17,14.372999999999974
MH02,2019-10-24,7.972999999999987
MH02,2019-10-25,7.989999999999987
MH02,2019-10-26,8.493999999999996
MH02,2019-10-27,7.724999999999971
MH02,2019-10-28,7.639999999999976
MH02,2019-10-29,8.116999999999981
MH02,2019-10-30,8.011999999999983
MH02,2019-10-31,4.724999999999969
MH02,2019-11-01,6.13599999999998
MH02,2019-11-02,10.8
MH02,2019-11-03,8.895999999999999
MH02,2019-11-04,7.075999999999978
MH02,2019-11-05,9.822999999999984
MH02,2019-11-06,6.832999999999989
MH02,2019-11-07,4.937999999999979
MH02,2019-11-08,6.514999999999987
MH02,2019-11-09,5.66999999999998
MH02,2019-11-10,6.033999999999979
MH02,2019-11-11,5.200999999999981
MH02,2019-11-12,5.173999999999987
MH02,2019-11-13,5.446999999999983
MH02,2019-11-14,3.4509999999999796
MH02,2019-11-16,8.527999999999981
MH02,2019-11-17,8.109999999999985
MH02,2019-11-19,10.672999999999972
MH02,2019-11-20,12.045999999999978
MH02,2019-11-21,15.11499999999997
MH02,2019-11-22,19.621999999999982
MH02,2019-11-24,21.543
MH02,2019-11-25,19.178999999999967
MH02,2019-11-26,14.492999999999965
MH02,2019-11-27,10.879999999999995
MH02,2019-11-29,5.543999999999985
MH02,2019-11-30,7.367999999999986
MH02,2019-12-01,5.964999999999979
MH02,2019-12-03,3.805999999999981
MH02,2019-12-04,3.678999999999984
MH02,2019-12-05,4.010999999999984
MH02,2019-12-06,4.336999999999986
MH02,2019-12-07,3.822999999999987
MH02,2019-12-08,3.9869999999999832
MH02,2019-12-09,3.9259999999999797
MH02,2019-12-10,3.634999999999987
MH02,2019-12-11,2.6249999999999942
MH02,2019-12-12,3.132999999999993
MH02,2019-12-14,2.9059999999999904
MH02,2019-12-15,3.0149999999999917
MH02,2019-12-16,2.7869999999999915
MH02,2019-12-17,2.8669999999999893
MH02,2019-12-18,4.099999999999986
MH02,2019-12-19,1.8129999999999942
MH02,2019-12-24,2.9629999999999863
MH02,2019-12-25,2.6849999999999925
MH02,2019-12-26,2.875999999999989
MH02,2019-12-28,2.5119999999999916
MH02,2019-12-29,3.6319999999999877
MH02,2019-12-30,2.260999999999996
MH02,2019-12-31,3.8449999999999895
MH02,2020-01-01,3.0919999999999894
MH02,2020-01-02,2.7969999999999886
MH02,2020-01-03,3.3889999999999847
MH02,2020-01-04,3.6569999999999907
MH02,2020-01-08,2.551999999999986
MH02,2020-01-10,4.021999999999982
MH02,2020-01-11,3.8519999999999888
MH02,2020-01-12,2.5899999999999856
MH02,2020-01-13,2.3169999999999877
MH02,2020-01-15,4.056999999999991
MH02,2020-01-17,1.667999999999996
MH02,2020-01-18,3.33899999999999
MH02,2020-01-19,2.374999999999993
MH02,2020-01-20,1.7449999999999957
MH02,2020-01-21,0.9990000000000008
MH02,2020-01-23,2.3449999999999975
MH02,2020-01-24,2.892999999999991
MH02,2020-01-25,2.4049999999999923
MH02,2020-01-26,2.1789999999999923
MH02,2020-02-01,2.7409999999999917
MH02,2020-02-05,4.194999999999995
MH02,2020-02-06,4.329999999999984
MH02,2020-02-07,3.5859999999999914
MH02,2020-02-08,4.706999999999981
MH02,2020-02-09,3.692999999999987
MH02,2020-02-10,3.0499999999999856
MH02,2020-02-11,3.916999999999985
MH02,2020-02-12,2.8399999999999825
MH02,2020-02-13,3.8759999999999857
MH02,2020-02-14,3.9259999999999846
MH02,2020-02-16,3.9489999999999736
MH02,2020-02-17,4.531999999999988
MH02,2020-02-18,7.990999999999979
MH02,2020-02-19,7.102999999999981
MH02,2020-02-20,3.8349999999999853
MH02,2020-02-21,4.192999999999978
MH02,2020-02-22,3.8439999999999883
MH02,2020-02-23,3.8189999999999924
MH02,2020-02-24,3.076999999999987
MH02,2020-02-28,4.782999999999979
MH02,2020-02-29,4.188999999999989
MH02,2020-03-02,5.370999999999995
MH02,2020-03-03,6.150999999999972
MH02,2020-03-04,5.259999999999986
MH02,2020-03-08,4.730999999999985
MH02,2020-03-09,4.382999999999976
MH02,2020-03-10,5.5619999999999745
MH02,2020-03-11,5.824999999999976
MH02,2020-03-12,5.754999999999982
MH02,2020-04-12,14.929999999999978
MH02,2020-04-13,19.37099999999999
MH02,2020-04-14,19.221999999999987
MH02,2020-04-15,19.23399999999999
MH02,2020-04-16,20.774999999999974
MH02,2020-04-17,18.712
MH02,2020-04-18,22.43599999999997
MH02,2020-04-19,20.774000000000004
MH02,2020-04-20,19.238999999999983
MH02,2020-04-21,14.136000000000012
MH02,2020-04-22,15.784
MH02,2020-04-23,16.589999999999996
MH02,2020-04-24,20.58399999999998
MH02,2020-04-25,19.373999999999988
MH02,2020-04-26,17.38299999999998
MH02,2020-04-27,15.606000000000023
MH02,2020-04-28,14.168999999999972
MH02,2020-04-29,17.374
MH02,2020-04-30,20.144000000000005
MH02,2020-05-01,18.50499999999997
MH02,2020-05-02,19.672000000000004
MH02,2020-05-03,22.24799999999997
MH02,2020-05-04,17.314999999999966
MH02,2020-05-05,22.344000000000012
MH02,2020-05-06,20.482999999999976
MH02,2020-05-07,20.081
MH02,2020-05-08,22.59300000000001
MH02,2020-05-09,20.177999999999965
MH02,2020-05-10,22.253999999999976
MH02,2020-05-11,22.141999999999978
MH02,2020-05-12,23.85199999999999
MH02,2020-05-13,19.80600000000001
MH02,2020-05-16,21.919999999999998
MH02,2020-05-17,27.295000000000012
MH02,2020-05-18,24.87199999999998
MH02,2020-05-19,27.114000000000008
MH02,2020-05-20,29.54199999999998
MH02,2020-05-21,29.902999999999995
MH02,2020-05-22,33.33499999999996
MH02,2020-05-23,39.24199999999999
MH02,2020-05-24,40.19099999999996
MH02,2020-05-25,35.15799999999994
MH02,2020-06-04,20.243000000000013
MH02,2020-06-05,20.63000000000002
MH02,2020-06-06,20.596000000000032
MH02,2020-06-07,23.088999999999974
MH02,2020-06-08,25.92200000000002
MH02,2020-06-09,34.963999999999956
MH02,2020-06-10,33.267999999999965
MH02,2020-06-11,38.905999999999935
MH02,2020-06-12,39.30999999999996
MH02,2020-06-13,34.68199999999993
MH02,2020-06-14,37.02399999999995
MH02,2020-06-15,43.96300000000005
MH02,2020-06-16,48.21699999999999
MH02,2020-06-17,42.49
MH02,2020-06-18,43.21399999999996
MH02,2020-06-19,44.95300000000001
MH02,2020-06-20,40.51199999999995
MH02,2020-06-21,39.34699999999989
MH02,2020-06-22,36.858999999999966
MH02,2020-06-23,33.262999999999906
MH02,2020-06-24,34.00100000000001
MH02,2020-06-25,39.69499999999993
MH02,2020-06-26,34.11499999999994
MH02,2020-06-27,36.93599999999992
MH02,2020-06-28,32.33899999999995
MH02,2020-06-30,39.95899999999993
