meter_id,timestamp,consumption,voltage,current,meter_type
MH01,2019-08-09,7.434,212.92,1.455,residential
MH01,2019-08-10,5.775,217.9,1.104,residential
MH01,2019-08-11,8.406,218.29,1.605,residential
MH01,2019-08-12,6.894,215.99,1.33,residential
MH01,2019-08-13,9.854,219.19,1.873,residential
MH01,2019-08-14,7.879,222.02,1.479,residential
MH01,2019-08-15,8.802,229.43,1.599,residential
MH01,2019-08-16,5.474,220.87,1.033,residential
MH01,2019-08-17,5.421,221.29,1.021,residential
MH01,2019-08-18,4.742,219.63,0.9,residential
MH01,2019-08-20,7.3,210.41,1.446,residential
MH01,2019-08-22,7.101,219.87,1.346,residential
MH01,2019-08-24,8.294,220.3,1.569,residential
MH01,2019-08-25,5.821,232.32,1.044,residential
MH01,2019-08-26,5.852,219.04,1.113,residential
MH01,2019-08-28,8.777,221.51,1.651,residential
MH01,2019-08-29,8.17,219.83,1.549,residential
MH01,2019-08-30,7.481,214.16,1.455,residential
MH01,2019-08-31,9.421,225.71,1.739,residential
MH01,2019-09-01,9.933,223.76,1.85,residential
MH01,2019-09-02,9.21,223.96,1.713,residential
MH01,2019-09-03,9.526,215.45,1.842,residential
MH01,2019-09-04,9.669,227.01,1.775,residential
MH01,2019-09-05,9.366,212.99,1.832,residential
MH01,2019-09-07,8.439,222.93,1.577,residential
MH01,2019-09-08,8.339,230.95,1.504,residential
MH01,2019-09-09,8.381,215.05,1.624,residential
MH01,2019-09-10,11.026,217.17,2.115,residential
MH01,2019-09-11,11.372,220.5,2.149,residential
MH01,2019-09-12,10.046,217.48,1.925,residential
MH01,2019-09-13,8.774,212.25,1.722,residential
MH01,2019-09-14,7.585,220.34,1.434,residential
MH01,2019-09-15,8.327,214.69,1.616,residential
MH01,2019-09-16,7.338,222.37,1.375,residential
MH01,2019-09-17,9.731,215.4,1.882,residential
MH01,2019-09-18,8.898,227.75,1.628,residential
MH01,2019-09-19,7.181,216.08,1.385,residential
MH01,2019-09-20,8.071,218.39,1.54,residential
MH01,2019-09-22,7.315,224.07,1.36,residential
MH01,2019-09-23,5.839,213.85,1.138,residential
MH01,2019-09-24,5.011,221.14,0.944,residential
MH01,2019-09-25,5.924,226.54,1.09,residential
MH01,2019-09-26,5.045,211.96,0.992,residential
MH01,2019-09-27,5.398,220.92,1.018,residential
MH01,2019-09-28,5.452,221.3,1.027,residential
MH01,2019-09-29,5.166,223.91,0.961,residential
MH01,2019-10-01,4.371,213.82,0.852,residential
MH01,2019-10-02,5.073,213.4,0.991,residential
MH01,2019-10-05,4.517,222.61,0.845,residential
MH01,2019-10-06,4.564,221.48,0.859,residential
MH01,2019-10-07,4.69,221.25,0.883,residential
MH01,2019-10-08,4.465,221.73,0.839,residential
MH01,2019-10-09,4.48,216.6,0.862,residential
MH01,2019-10-10,4.516,221.16,0.851,residential
MH01,2019-10-11,3.954,221.47,0.744,residential
MH01,2019-10-12,3.963,216.43,0.763,residential
MH01,2019-10-13,4.8,229.33,0.872,residential
MH01,2019-10-14,4.313,222.37,0.808,residential
MH01,2019-10-16,4.641,214.04,0.903,residential
MH01,2019-10-17,4.0,223.28,0.746,residential
MH01,2019-10-25,2.745,215.13,0.532,residential
MH01,2019-10-26,3.576,223.94,0.665,residential
MH01,2019-10-27,4.1,225.79,0.757,residential
MH01,2019-10-28,3.518,215.9,0.679,residential
MH01,2019-10-29,3.789,224.82,0.702,residential
MH01,2019-10-31,2.571,222.06,0.482,residential
MH01,2019-11-01,2.877,224.11,0.535,residential
MH01,2019-11-02,3.584,229.48,0.651,residential
MH01,2019-11-03,3.953,218.77,0.753,residential
MH01,2019-11-04,3.558,216.23,0.686,residential
MH01,2019-11-05,2.933,215.55,0.567,residential
MH01,2019-11-06,2.811,215.92,0.542,residential
MH01,2019-11-07,3.094,219.61,0.587,residential
MH01,2019-11-08,3.186,221.71,0.599,residential
MH01,2019-11-09,2.654,221.38,0.5,residential
MH01,2019-11-10,3.31,224.14,0.615,residential
MH01,2019-11-11,2.96,220.07,0.56,residential
MH01,2019-11-12,3.055,227.27,0.56,residential
MH01,2019-11-13,3.345,218.68,0.637,residential
MH01,2019-11-14,3.351,233.6,0.598,residential
MH01,2019-11-15,2.751,223.13,0.514,residential
MH01,2019-11-16,2.802,215.71,0.541,residential
MH01,2019-11-17,2.719,214.65,0.528,residential
MH01,2019-11-18,2.914,222.41,0.546,residential
MH01,2019-11-19,2.554,218.88,0.486,residential
MH01,2019-11-20,2.822,223.57,0.526,residential
MH01,2019-11-21,2.53,222.37,0.474,residential
MH01,2019-11-23,2.821,219.64,0.535,residential
MH01,2019-11-24,2.747,215.77,0.53,residential
MH01,2019-11-25,2.228,212.43,0.437,residential
MH01,2019-11-26,3.534,217.77,0.676,residential
MH01,2019-11-27,2.271,224.28,0.422,residential
MH01,2019-11-28,2.85,221.07,0.537,residential
MH01,2019-11-29,2.793,213.77,0.544,residential
MH01,2019-11-30,1.899,220.87,0.358,residential
MH01,2019-12-01,2.232,221.93,0.419,residential
MH01,2019-12-02,2.36,215.58,0.456,residential
MH01,2019-12-03,2.041,220.77,0.385,residential
MH01,2019-12-04,2.13,220.29,0.403,residential
MH01,2019-12-06,2.256,214.29,0.439,residential
MH01,2019-12-07,1.757,221.79,0.33,residential
MH01,2019-12-08,2.99,222.8,0.559,residential
MH01,2019-12-09,2.29,225.42,0.423,residential
MH01,2019-12-10,1.735,225.27,0.321,residential
MH01,2019-12-11,2.365,213.11,0.462,residential
MH01,2019-12-12,2.668,215.31,0.516,residential
MH01,2019-12-15,2.696,222.58,0.505,residential
MH01,2019-12-16,2.453,222.57,0.459,residential
MH01,2019-12-17,2.062,222.58,0.386,residential
MH01,2019-12-18,2.494,239.26,0.434,residential
MH01,2019-12-19,2.556,222.85,0.478,residential
MH01,2019-12-24,2.018,225.68,0.373,residential
MH01,2019-12-25,2.909,224.77,0.539,residential
MH01,2019-12-26,3.338,223.26,0.623,residential
MH01,2019-12-28,2.376,218.42,0.453,residential
MH01,2019-12-29,3.258,223.79,0.607,residential
MH01,2020-01-06,2.301,216.14,0.444,residential
MH01,2020-01-07,1.938,218.82,0.369,residential
MH01,2020-01-09,2.808,217.57,0.538,residential
MH01,2020-01-10,1.721,220.41,0.325,residential
MH01,2020-01-11,1.862,231.57,0.335,residential
MH01,2020-01-13,1.659,210.66,0.328,residential
MH01,2020-01-15,2.098,223.43,0.391,residential
MH01,2020-01-18,2.932,211.94,0.576,residential
MH01,2020-01-19,2.849,217.64,0.545,residential
MH01,2020-01-20,4.19,225.44,0.774,residential
MH01,2020-01-21,2.222,220.32,0.42,residential
MH01,2020-01-22,2.545,214.61,0.494,residential
MH01,2020-01-23,1.216,216.42,0.234,residential
MH01,2020-01-24,1.492,223.4,0.278,residential
MH01,2020-01-26,1.299,216.35,0.25,residential
MH01,2020-01-30,1.779,221.08,0.335,residential
MH01,2020-02-03,1.434,220.23,0.271,residential
MH01,2020-02-04,1.147,216.74,0.221,residential
MH01,2020-02-05,1.563,230.72,0.282,residential
MH01,2020-02-06,1.781,223.17,0.333,residential
MH01,2020-02-07,1.909,209.87,0.379,residential
MH01,2020-02-11,2.248,220.93,0.424,residential
MH01,2020-02-12,1.838,216.69,0.353,residential
MH01,2020-02-13,1.098,224.26,0.204,residential
MH01,2020-02-16,0.08,216.04,0.015,residential
MH01,2020-02-19,1.393,219.43,0.265,residential
MH01,2020-02-21,1.73,222.52,0.324,residential
MH01,2020-02-22,1.723,224.33,0.32,residential
MH01,2020-02-23,1.622,214.0,0.316,residential
MH01,2020-02-28,1.688,218.33,0.322,residential
MH01,2020-03-03,2.612,217.63,0.5,residential
MH01,2020-03-07,2.344,216.73,0.451,residential
MH01,2020-03-08,1.508,228.83,0.275,residential
MH01,2020-03-09,1.553,222.02,0.291,residential
MH01,2020-03-12,1.874,213.7,0.365,residential
MH01,2020-03-16,1.539,224.59,0.286,residential
MH01,2020-03-18,1.39,230.61,0.251,residential
MH01,2020-03-19,0.983,225.16,0.182,residential
MH01,2020-03-21,1.79,212.4,0.351,residential
MH01,2020-03-28,0.995,217.58,0.191,residential
MH01,2020-03-31,1.355,226.33,0.249,residential
MH01,2020-04-01,4.09,216.46,0.787,residential
MH01,2020-04-05,3.546,222.22,0.665,residential
MH01,2020-04-08,3.994,223.87,0.743,residential
MH01,2020-04-12,5.899,215.37,1.141,residential
MH01,2020-04-13,6.541,219.7,1.241,residential
MH01,2020-04-15,2.825,203.79,0.578,residential
MH01,2020-04-16,2.352,214.88,0.456,residential
MH01,2020-04-17,4.084,218.74,0.778,residential
MH01,2020-04-20,1.959,213.76,0.382,residential
MH01,2020-04-21,2.566,228.16,0.469,residential
MH01,2020-04-22,3.18,212.85,0.623,residential
MH01,2020-04-24,4.525,217.8,0.866,residential
MH01,2020-04-25,6.015,220.65,1.136,residential
MH01,2020-04-26,5.188,227.21,0.951,residential
MH01,2020-04-28,5.369,212.82,1.051,residential
MH01,2020-04-29,7.34,225.82,1.354,residential
MH01,2020-05-01,5.057,220.05,0.958,residential
MH01,2020-05-03,3.857,215.09,0.747,residential
MH01,2020-05-04,5.397,222.31,1.012,residential
MH01,2020-05-07,6.794,221.0,1.281,residential
MH01,2020-05-08,6.064,217.0,1.164,residential
MH01,2020-05-09,7.748,220.35,1.465,residential
MH01,2020-05-10,5.29,218.07,1.011,residential
MH01,2020-05-12,4.456,220.57,0.842,residential
MH01,2020-05-13,6.73,223.31,1.256,residential
MH01,2020-05-17,7.573,227.93,1.384,residential
MH01,2020-05-23,8.857,213.81,1.726,residential
MH01,2020-05-24,10.703,230.67,1.933,residential
MH01,2020-05-26,8.093,210.24,1.604,residential
MH01,2020-05-29,4.068,219.24,0.773,residential
MH01,2020-05-30,4.672,222.94,0.873,residential
MH01,2020-06-02,6.333,221.4,1.192,residential
MH01,2020-06-05,2.974,216.89,0.571,residential
MH01,2020-06-09,5.982,218.96,1.138,residential
MH01,2020-06-10,5.216,217.53,0.999,residential
MH01,2020-06-12,9.033,217.05,1.734,residential
MH01,2020-06-13,6.689,224.25,1.243,residential
MH01,2020-06-18,3.422,221.79,0.643,residential
MH01,2020-06-23,8.926,216.54,1.718,residential
MH01,2020-07-02,9.067,224.5,1.683,residential
MH01,2020-07-06,8.589,221.54,1.615,residential
MH01,2020-07-08,6.498,224.06,1.208,residential
MH01,2020-07-18,8.293,223.15,1.548,residential
MH01,2020-07-19,7.286,215.86,1.406,residential
MH01,2020-07-23,7.204,217.2,1.382,residential
MH01,2020-07-26,6.438,223.74,1.199,residential
MH01,2020-07-31,6.829,223.05,1.276,residential
MH01,2020-08-01,7.354,219.9,1.393,residential
MH01,2020-08-02,9.733,220.59,1.838,residential
MH01,2020-08-05,9.328,226.39,1.717,residential
MH01,2020-08-09,8.564,217.04,1.644,residential
MH01,2020-08-11,10.027,222.74,1.876,residential
MH01,2020-08-13,7.151,218.99,1.361,residential
MH01,2020-08-14,6.665,218.91,1.269,residential
MH01,2020-08-17,7.716,225.49,1.426,residential
MH01,2020-08-18,7.377,224.13,1.371,residential
MH01,2020-08-19,6.862,224.07,1.276,residential
MH01,2020-08-20,6.133,226.53,1.128,residential
MH01,2020-08-22,4.683,220.11,0.886,residential
MH01,2020-08-23,6.411,223.41,1.196,residential
MH01,2020-08-26,6.247,218.45,1.192,residential
MH01,2020-08-27,7.732,221.62,1.454,residential
MH01,2020-08-28,7.324,219.35,1.391,residential
MH01,2020-09-03,5.963,220.48,1.127,residential
MH01,2020-09-05,5.528,222.98,1.033,residential
MH01,2020-09-06,5.179,215.91,0.999,residential
MH01,2020-09-12,5.403,230.46,0.977,residential
MH01,2020-09-17,8.573,214.97,1.662,residential
MH01,2020-09-21,7.192,213.93,1.401,residential
MH01,2020-09-22,6.332,225.79,1.168,residential
MH01,2020-09-23,7.801,223.96,1.451,residential
MH01,2020-09-25,7.708,223.12,1.439,residential
MH01,2020-09-26,7.891,223.14,1.473,residential
MH01,2020-10-01,7.105,219.94,1.346,residential
MH01,2020-10-04,5.806,215.51,1.123,residential
MH01,2020-10-06,4.979,220.38,0.941,residential
MH01,2020-10-07,4.923,216.61,0.947,residential
MH01,2020-10-09,4.805,224.88,0.89,residential
MH01,2020-10-13,4.418,219.26,0.84,residential
MH01,2020-10-14,4.979,215.87,0.961,residential
MH01,2020-10-15,6.744,218.39,1.287,residential
MH01,2020-10-16,5.943,222.06,1.115,residential
MH01,2020-10-17,3.909,217.18,0.75,residential
MH01,2020-10-19,2.747,215.89,0.53,residential
MH01,2020-10-21,2.294,221.22,0.432,residential
MH01,2020-10-24,4.139,221.22,0.78,residential
MH01,2020-10-27,3.536,217.47,0.677,residential
MH01,2020-10-29,1.574,217.64,0.301,residential
MH01,2020-10-30,3.636,221.16,0.685,residential
MH01,2020-10-31,3.956,212.76,0.775,residential
MH01,2020-11-01,2.589,212.96,0.507,residential
MH01,2020-11-02,3.033,216.41,0.584,residential
MH01,2020-11-03,2.716,218.93,0.517,residential
MH01,2020-11-06,2.214,221.55,0.416,residential
MH01,2020-11-07,2.333,227.38,0.428,residential
MH01,2020-11-11,3.288,224.29,0.611,residential
MH01,2020-11-14,4.864,219.2,0.925,residential
MH01,2020-11-19,4.307,219.9,0.816,residential
MH01,2020-11-21,2.884,214.99,0.559,residential
MH01,2020-11-22,3.024,219.91,0.573,residential
MH01,2020-11-26,4.045,218.56,0.771,residential
MH01,2020-11-27,4.324,221.61,0.813,residential
MH01,2020-11-28,5.04,215.86,0.973,residential
MH01,2020-11-30,3.894,222.6,0.729,residential
MH01,2020-12-02,0.624,227.66,0.114,residential
MH01,2020-12-03,3.592,219.46,0.682,residential
MH01,2020-12-05,3.967,222.01,0.745,residential
MH01,2020-12-06,3.84,223.45,0.716,residential
MH01,2020-12-07,3.53,217.99,0.675,residential
MH01,2020-12-13,3.299,221.12,0.622,residential
MH01,2020-12-14,4.338,220.06,0.821,residential
MH01,2020-12-17,3.965,220.49,0.749,residential
MH01,2020-12-18,3.118,216.13,0.601,residential
MH01,2020-12-19,4.314,220.12,0.817,residential
MH01,2020-12-26,4.205,222.49,0.787,residential
MH01,2020-12-27,3.482,227.26,0.638,residential
MH01,2020-12-28,1.135,224.8,0.21,residential
MH01,2020-12-30,3.322,230.77,0.6,residential
MH01,2021-01-02,4.701,216.16,0.906,residential
MH01,2021-01-03,4.573,224.36,0.849,residential
MH01,2021-01-06,4.901,220.92,0.924,residential
MH01,2021-01-10,3.985,230.95,0.719,residential
MH01,2021-01-12,2.968,215.96,0.573,residential
MH01,2021-01-13,2.499,215.8,0.483,residential
MH01,2021-01-14,3.27,217.0,0.628,residential
MH01,2021-01-16,3.384,209.38,0.673,residential
MH01,2021-01-17,6.609,217.37,1.267,residential
MH01,2021-01-22,4.758,216.2,0.917,residential
MH01,2021-01-23,3.254,220.75,0.614,residential
MH01,2021-01-26,4.117,221.71,0.774,residential
MH01,2021-01-27,3.57,229.38,0.648,residential
MH01,2021-01-30,3.572,224.75,0.662,residential
MH01,2021-02-07,3.879,217.12,0.744,residential
MH01,2021-02-08,2.93,215.51,0.566,residential
MH01,2021-02-10,4.636,222.46,0.868,residential
MH01,2021-02-11,5.285,213.4,1.032,residential
MH01,2021-02-12,4.118,229.16,0.749,residential
MH01,2021-02-13,4.394,225.9,0.81,residential
MH01,2021-02-14,5.735,217.65,1.098,residential
MH01,2021-02-15,5.074,211.43,1.0,residential
MH01,2021-02-16,4.862,226.77,0.893,residential
MH01,2021-02-17,4.541,219.43,0.862,residential
MH02,2019-05-01,27.571,226.19,5.079,residential
MH02,2019-05-02,24.434,212.03,4.802,residential
MH02,2019-05-03,27.719,217.0,5.322,residential
MH02,2019-05-04,35.247,220.03,6.675,residential
MH02,2019-05-05,37.008,220.23,7.002,residential
MH02,2019-05-06,29.826,217.75,5.707,residential
MH02,2019-05-07,31.609,223.11,5.903,residential
MH02,2019-05-08,28.469,214.66,5.526,residential
MH02,2019-05-09,27.437,219.29,5.213,residential
MH02,2019-05-10,24.398,220.6,4.608,residential
MH02,2019-05-11,24.61,222.57,4.607,residential
MH02,2019-05-12,25.069,223.56,4.672,residential
MH02,2019-05-13,24.975,214.38,4.854,residential
MH02,2019-05-14,26.08,212.33,5.118,residential
MH02,2019-05-15,25.371,226.39,4.669,residential
MH02,2019-05-16,21.564,221.66,4.054,residential
MH02,2019-05-17,23.386,216.26,4.506,residential
MH02,2019-05-18,23.052,227.76,4.217,residential
MH02,2019-05-19,22.236,220.58,4.2,residential
MH02,2019-05-20,28.363,225.9,5.231,residential
MH02,2019-05-21,27.933,220.34,5.282,residential
MH02,2019-05-22,24.684,230.3,4.466,residential
MH02,2019-05-23,26.322,228.78,4.794,residential
MH02,2019-05-24,25.78,218.76,4.91,residential
MH02,2019-05-25,25.941,224.86,4.807,residential
MH02,2019-05-26,30.887,223.23,5.765,residential
MH02,2019-05-27,28.011,226.84,5.145,residential
MH02,2019-05-28,26.384,215.18,5.109,residential
MH02,2019-05-29,26.059,223.43,4.86,residential
MH02,2019-05-30,32.345,225.29,5.982,residential
MH02,2019-05-31,37.487,211.21,7.395,residential
MH02,2019-06-01,37.749,214.08,7.347,residential
MH02,2019-06-02,27.179,209.8,5.398,residential
MH02,2019-06-03,26.288,218.65,5.01,residential
MH02,2019-06-04,32.769,223.59,6.107,residential
MH02,2019-06-05,38.923,227.51,7.128,residential
MH02,2019-06-06,36.496,220.37,6.901,residential
MH02,2019-06-07,37.588,228.14,6.865,residential
MH02,2019-06-08,35.81,213.1,7.002,residential
MH02,2019-06-09,39.219,211.48,7.727,residential
MH02,2019-06-10,40.246,219.72,7.632,residential
MH02,2019-06-11,41.129,221.92,7.722,residential
MH02,2019-06-12,41.82,219.84,7.926,residential
MH02,2019-06-13,40.359,209.66,8.021,residential
MH02,2019-06-14,42.55,219.55,8.075,residential
MH02,2019-06-15,43.812,213.48,8.551,residential
MH02,2019-06-16,39.732,223.35,7.412,residential
MH02,2019-06-17,33.291,221.83,6.253,residential
MH02,2019-06-18,30.909,215.3,5.982,residential
MH02,2019-06-19,27.032,217.43,5.18,residential
MH02,2019-06-20,26.125,214.7,5.07,residential
MH02,2019-06-21,31.92,219.69,6.054,residential
MH02,2019-06-22,38.446,224.78,7.127,residential
MH02,2019-06-23,37.676,215.07,7.299,residential
MH02,2019-06-24,36.09,222.52,6.758,residential
MH02,2019-06-25,39.112,217.35,7.498,residential
MH02,2019-06-26,40.152,216.04,7.744,residential
MH02,2019-06-27,40.318,219.46,7.655,residential
MH02,2019-06-28,41.981,214.82,8.143,residential
MH02,2019-06-29,41.689,217.23,7.996,residential
MH02,2019-06-30,40.417,214.01,7.869,residential
MH02,2019-07-01,31.639,229.82,5.736,residential
MH02,2019-07-02,37.579,220.18,7.111,residential
MH02,2019-07-03,39.314,216.5,7.566,residential
MH02,2019-07-04,41.555,221.07,7.832,residential
MH02,2019-07-05,0.109,219.44,0.021,residential
MH02,2019-07-06,28.369,218.9,5.4,residential
MH02,2019-07-07,29.629,223.07,5.534,residential
MH02,2019-07-08,20.82,223.79,3.876,residential
MH02,2019-07-09,28.364,217.35,5.437,residential
MH02,2019-07-10,32.631,217.12,6.262,residential
MH02,2019-07-11,31.47,218.62,5.998,residential
MH02,2019-07-12,32.932,208.49,6.581,residential
MH02,2019-07-13,46.025,212.42,9.028,residential
MH02,2019-07-14,46.015,226.83,8.453,residential
MH02,2019-07-15,40.721,228.22,7.435,residential
MH02,2019-07-16,33.738,218.75,6.426,residential
MH02,2019-07-17,27.928,222.88,5.221,residential
MH02,2019-07-18,30.213,221.56,5.682,residential
MH02,2019-07-19,35.099,235.39,6.213,residential
MH02,2019-07-20,34.048,225.6,6.288,residential
MH02,2019-07-30,23.862,219.36,4.533,residential
MH02,2019-07-31,30.655,215.22,5.935,residential
MH02,2019-08-01,31.625,211.97,6.216,residential
MH02,2019-08-02,31.826,221.02,6.0,residential
MH02,2019-08-03,27.542,216.22,5.307,residential
MH02,2019-08-04,31.682,212.89,6.201,residential
MH02,2019-08-05,29.62,216.77,5.693,residential
MH02,2019-08-06,25.339,214.59,4.92,residential
MH02,2019-08-07,24.052,228.44,4.387,residential
MH02,2019-08-08,21.468,224.41,3.986,residential
MH02,2019-08-09,25.475,219.96,4.826,residential
MH02,2019-08-10,22.504,227.4,4.123,residential
MH02,2019-08-11,39.172,220.39,7.406,residential
MH02,2019-08-12,40.289,215.69,7.783,residential
MH02,2019-08-13,35.178,227.62,6.439,residential
MH02,2019-08-14,34.927,222.69,6.535,residential
MH02,2019-08-15,37.013,214.81,7.179,residential
MH02,2019-08-16,20.933,219.05,3.982,residential
MH02,2019-08-17,17.522,215.62,3.386,residential
MH02,2019-08-18,21.388,213.09,4.182,residential
MH02,2019-08-20,27.585,224.63,5.117,residential
MH02,2019-08-21,34.208,229.55,6.209,residential
MH02,2019-08-22,24.279,213.01,4.749,residential
MH02,2019-08-23,32.299,222.81,6.04,residential
MH02,2019-08-24,22.673,216.75,4.359,residential
MH02,2019-08-25,20.681,217.56,3.961,residential
MH02,2019-08-26,30.822,217.04,5.917,residential
MH02,2019-08-27,37.063,215.68,7.16,residential
MH02,2019-08-28,31.241,220.24,5.91,residential
MH02,2019-08-29,30.517,215.85,5.891,residential
MH02,2019-08-30,28.978,221.35,5.455,residential
MH02,2019-08-31,25.111,219.75,4.761,residential
MH02,2019-09-01,28.533,218.81,5.433,residential
MH02,2019-09-02,28.695,215.46,5.549,residential
MH02,2019-09-03,29.912,217.12,5.74,residential
MH02,2019-09-04,33.907,223.78,6.313,residential
MH02,2019-09-05,32.858,222.5,6.153,residential
MH02,2019-09-06,30.866,215.11,5.979,residential
MH02,2019-09-07,27.756,220.5,5.245,residential
MH02,2019-09-08,30.891,223.76,5.752,residential
MH02,2019-09-09,34.872,211.65,6.865,residential
MH02,2019-09-10,36.837,222.72,6.892,residential
MH02,2019-09-11,41.085,216.69,7.9,residential
MH02,2019-09-12,33.01,222.85,6.172,residential
MH02,2019-09-13,29.332,216.18,5.653,residential
MH02,2019-09-14,24.458,210.98,4.83,residential
MH02,2019-09-16,31.405,211.86,6.176,residential
MH02,2019-09-17,31.961,220.24,6.047,residential
MH02,2019-09-18,23.874,221.3,4.495,residential
MH02,2019-09-19,21.414,215.48,4.141,residential
MH02,2019-09-20,24.649,223.19,4.602,residential
MH02,2019-09-21,22.385,211.69,4.406,residential
MH02,2019-09-22,19.422,219.67,3.684,residential
MH02,2019-09-23,17.646,213.94,3.437,residential
MH02,2019-09-24,20.332,216.74,3.909,residential
MH02,2019-09-25,19.115,220.24,3.616,residential
